time,pitch_standardized_A,jitter_standardized_A,shimmer_standardized_A,logHNR_standardized_A,intensity_standardized_A,vad_A,pitch_standardized_B,jitter_standardized_B,shimmer_standardized_B,logHNR_standardized_B,intensity_standardized_B,vad_B
1785.67,,,,,,0.0,,,,,,0.0
1785.68,,,,,,0.0,,,,,,0.0
1785.69,,,,,,0.0,,,,,,0.0
1785.7,,,,,,0.0,,,,,,0.0
1785.71,,,,,,0.0,,,,,,0.0
1785.72,,,,,,0.0,,,,,,0.0
1785.73,,,,,,0.0,,,,,,0.0
1785.74,,,,,,0.0,,,,,,0.0
1785.75,,,,,,0.0,,,,,,0.0
1785.76,,,,,,0.0,,,,,,0.0
1785.77,,,,,,0.0,,,,,,0.0
1785.78,,,,,,0.0,,,,,,0.0
1785.79,,,,,,0.0,,,,,,0.0
1785.8,,,,,,0.0,,,,,,0.0
1785.81,,,,,,0.0,,,,,,0.0
1785.82,,,,,,0.0,,,,,,0.0
1785.83,,,,,,0.0,,,,,,0.0
1785.84,,,,,,0.0,,,,,,0.0
1785.85,,,,,,0.0,,,,,,0.0
1785.86,,,,,,0.0,,,,,,0.0
1785.87,,,,,,0.0,,,,,,0.0
1785.88,,,,,,0.0,,,,,,0.0
1785.89,,,,,,0.0,,,,,,0.0
1785.9,,,,,,0.0,,,,,,0.0
1785.91,,,,,,0.0,,,,,,0.0
1785.92,,,,,,0.0,,,,,,0.0
1785.93,,,,,,0.0,,,,,,0.0
1785.94,,,,,,0.0,,,,,,0.0
1785.95,,,,,,0.0,,,,,,0.0
1785.96,,,,,,0.0,,,,,,0.0
1785.97,,,,,,0.0,,,,,,0.0
1785.98,,,,,,0.0,,,,,,0.0
1785.99,,,,,,0.0,,,,,,0.0
1786.0,,,,,,0.0,,,,,,0.0
1786.01,,,,,,0.0,,,,,,0.0
1786.02,,,,,,0.0,,,,,,0.0
1786.03,,,,,,0.0,,,,,,0.0
1786.04,,,,,,0.0,,,,,,0.0
1786.05,,,,,,0.0,,,,,,0.0
1786.06,,,,,,0.0,,,,,,0.0
1786.07,,,,,,0.0,,,,,,0.0
1786.08,,,,,,0.0,,,,,,0.0
1786.09,,,,,,0.0,,,,,,0.0
1786.1,,,,,,0.0,,,,,,0.0
1786.11,,,,,,0.0,,,,,,0.0
1786.12,,,,,,0.0,,,,,,0.0
1786.13,,,,,,0.0,,,,,,0.0
1786.14,,,,,,0.0,,,,,,0.0
1786.15,,,,,,0.0,,,,,,0.0
1786.16,,,,,,0.0,,,,,,0.0
1786.17,,,,,,0.0,,,,,,0.0
1786.18,,,,,,0.0,,,,,,0.0
1786.19,,,,,,0.0,,,,,,0.0
1786.2,,,,,,0.0,,,,,,0.0
1786.21,,,,,,0.0,,,,,,0.0
1786.22,,,,,,0.0,,,,,,0.0
1786.23,,,,,,0.0,,,,,,0.0
1786.24,,,,,,0.0,,,,,,0.0
1786.25,,,,,,0.0,,,,,,0.0
1786.26,,,,,,0.0,,,,,,0.0
1786.27,,,,,,0.0,,,,,,0.0
1786.28,,,,,,0.0,,,,,,0.0
1786.29,,,,,,0.0,,,,,,0.0
1786.3,,,,,,0.0,,,,,,0.0
1786.31,,,,,,0.0,,,,,,0.0
1786.32,,,,,,0.0,,,,,,0.0
1786.33,,,,,,0.0,,,,,,0.0
1786.34,,,,,,0.0,,,,,,0.0
1786.35,,,,,,0.0,,,,,,0.0
1786.36,,,,,,0.0,,,,,,0.0
1786.37,,,,,,0.0,,,,,,0.0
1786.38,,,,,,0.0,,,,,,0.0
1786.39,,,,,,0.0,,,,,,0.0
1786.4,,,,,,0.0,,,,,,0.0
1786.41,,,,,,0.0,,,,,,0.0
1786.42,,,,,,0.0,,,,,,0.0
