time,pitch_standardized_A,jitter_standardized_A,shimmer_standardized_A,logHNR_standardized_A,intensity_standardized_A,vad_A,pitch_standardized_B,jitter_standardized_B,shimmer_standardized_B,logHNR_standardized_B,intensity_standardized_B,vad_B
338.63,,,,,,0.0,,,,,,0.0
338.64,,,,,,0.0,,,,,,0.0
338.65,,,,,,0.0,,,,,,0.0
338.66,,,,,,0.0,,,,,,0.0
338.67,,,,,,0.0,,,,,,0.0
338.68,,,,,,0.0,,,,,,0.0
338.69,,,,,,0.0,,,,,,0.0
338.7,,,,,,0.0,,,,,,0.0
338.71,,,,,,0.0,,,,,,0.0
338.72,,,,,,0.0,,,,,,0.0
338.73,,,,,,0.0,,,,,,0.0
338.74,,,,,,0.0,,,,,,0.0
338.75,,,,,,0.0,,,,,,0.0
338.76,,,,,,0.0,,,,,,0.0
338.77,,,,,,0.0,,,,,,0.0
338.78,,,,,,0.0,,,,,,0.0
338.79,,,,,,0.0,,,,,,0.0
338.8,,,,,,0.0,,,,,,0.0
338.81,,,,,,0.0,,,,,,0.0
338.82,,,,,,0.0,,,,,,0.0
338.83,,,,,,0.0,,,,,,0.0
338.84,,,,,,0.0,,,,,,0.0
338.85,,,,,,0.0,,,,,,0.0
338.86,,,,,,0.0,,,,,,0.0
338.87,,,,,,0.0,,,,,,0.0
338.88,,,,,,0.0,,,,,,0.0
338.89,,,,,,0.0,,,,,,0.0
338.9,,,,,,0.0,,,,,,0.0
338.91,,,,,,0.0,,,,,,0.0
338.92,,,,,,0.0,,,,,,0.0
338.93,,,,,,0.0,,,,,,0.0
338.94,,,,,,0.0,,,,,,0.0
338.95,,,,,,0.0,,,,,,0.0
338.96,,,,,,0.0,,,,,,0.0
338.97,,,,,,0.0,,,,,,0.0
338.98,,,,,,0.0,,,,,,0.0
338.99,,,,,,0.0,,,,,,0.0
339.0,,,,,,0.0,,,,,,0.0
339.01,,,,,,0.0,,,,,,0.0
339.02,,,,,,0.0,,,,,,0.0
339.03,,,,,,0.0,,,,,,0.0
339.04,,,,,,0.0,,,,,,0.0
339.05,,,,,,0.0,,,,,,0.0
339.06,,,,,,0.0,,,,,,0.0
339.07,,,,,,0.0,,,,,,0.0
339.08,,,,,,0.0,,,,,,0.0
339.09,,,,,,0.0,,,,,,0.0
339.1,,,,,,0.0,,,,,,0.0
339.11,,,,,,0.0,,,,,,0.0
339.12,,,,,,0.0,,,,,,0.0
339.13,,,,,,0.0,,,,,,0.0
339.14,,,,,,0.0,,,,,,0.0
339.15,,,,,,0.0,,,,,,0.0
339.16,,,,,,0.0,,,,,,0.0
339.17,,,,,,0.0,,,,,,0.0
339.18,,,,,,0.0,,,,,,0.0
339.19,,,,,,0.0,,,,,,0.0
339.2,,,,,,0.0,,,,,,0.0
339.21,,,,,,0.0,,,,,,0.0
339.22,,,,,,0.0,,,,,,0.0
339.23,,,,,,0.0,,,,,,0.0
339.24,,,,,,0.0,,,,,,0.0
339.25,,,,,,0.0,,,,,,0.0
339.26,,,,,,0.0,,,,,,0.0
339.27,,,,,,0.0,,,,,,0.0
339.28,,,,,,0.0,,,,,,0.0
339.29,,,,,,0.0,,,,,,0.0
339.3,,,,,,0.0,,,,,,0.0
339.31,,,,,,0.0,,,,,,0.0
339.32,,,,,,0.0,,,,,,0.0
339.33,,,,,,0.0,,,,,,0.0
339.34,,,,,,0.0,,,,,,0.0
339.35,,,,,,0.0,,,,,,0.0
339.36,,,,,,0.0,,,,,,0.0
339.37,,,,,,0.0,,,,,,0.0
339.38,,,,,,0.0,,,,,,0.0
339.39,,,,,,0.0,,,,,,0.0
339.4,,,,,,0.0,,,,,,0.0
339.41,,,,,,0.0,,,,,,0.0
339.42,,,,,,0.0,,,,,,0.0
339.43,,,,,,0.0,,,,,,0.0
339.44,,,,,,0.0,,,,,,0.0
339.45,,,,,,0.0,,,,,,0.0
339.46,,,,,,0.0,,,,,,0.0
339.47,,,,,,0.0,,,,,,0.0
339.48,,,,,,0.0,,,,,,0.0
339.49,,,,,,0.0,,,,,,0.0
339.5,,,,,,0.0,,,,,,0.0
339.51,,,,,,0.0,,,,,,0.0
339.52,,,,,,0.0,,,,,,0.0
339.53,,,,,,0.0,,,,,,0.0
339.54,,,,,,0.0,,,,,,0.0
339.55,,,,,,0.0,,,,,,0.0
339.56,,,,,,0.0,,,,,,0.0
339.57,,,,,,0.0,,,,,,0.0
339.58,,,,,,0.0,,,,,,0.0
339.59,,,,,,0.0,,,,,,0.0
339.6,,,,,,0.0,,,,,,0.0
339.61,,,,,,0.0,,,,,,0.0
339.62,,,,,,0.0,,,,,,0.0
339.63,,,,,,0.0,,,,,,0.0
339.64,,,,,,0.0,,,,,,0.0
339.65,,,,,,0.0,,,,,,0.0
339.66,,,,,,0.0,,,,,,0.0
339.67,,,,,,0.0,,,,,,0.0
339.68,,,,,,0.0,,,,,,0.0
339.69,,,,,,0.0,,,,,,0.0
339.7,,,,,,0.0,,,,,,0.0
339.71,,,,,,0.0,,,,,,0.0
339.72,,,,,,0.0,,,,,,0.0
339.73,,,,,,0.0,,,,,,0.0
339.74,,,,,,0.0,,,,,,0.0
339.75,,,,,,0.0,,,,,,0.0
339.76,,,,,,0.0,,,,,,0.0
339.77,,,,,,0.0,,,,,,0.0
339.78,,,,,,0.0,,,,,,0.0
339.79,,,,,,0.0,,,,,,0.0
339.8,,,,,,0.0,,,,,,0.0
339.81,,,,,,0.0,,,,,,0.0
339.82,,,,,,0.0,,,,,,0.0
339.83,,,,,,0.0,,,,,,0.0
339.84,,,,,,0.0,,,,,,0.0
339.85,,,,,,0.0,,,,,,0.0
339.86,,,,,,0.0,,,,,,0.0
339.87,,,,,,0.0,,,,,,0.0
339.88,,,,,,0.0,,,,,,0.0
339.89,,,,,,0.0,,,,,,0.0
339.9,,,,,,0.0,,,,,,0.0
339.91,,,,,,0.0,,,,,,0.0
339.92,,,,,,0.0,,,,,,0.0
339.93,,,,,,0.0,,,,,,0.0
339.94,,,,,,0.0,,,,,,0.0
339.95,,,,,,0.0,,,,,,0.0
339.96,,,,,,0.0,,,,,,0.0
339.97,,,,,,0.0,,,,,,0.0
339.98,,,,,,0.0,,,,,,0.0
339.99,,,,,,0.0,,,,,,0.0
340.0,,,,,,0.0,,,,,,0.0
340.01,,,,,,0.0,,,,,,0.0
340.02,,,,,,0.0,,,,,,0.0
340.03,,,,,,0.0,,,,,,0.0
340.04,,,,,,0.0,,,,,,0.0
340.05,,,,,,0.0,,,,,,0.0
340.06,,,,,,0.0,,,,,,0.0
340.07,,,,,,0.0,-1.806952038587293,-0.842732346701079,-0.7911463133497088,-1.8731160939812077,-0.8714745656672398,1.0
340.08,,,,,,0.0,-1.806952038587293,-0.842732346701079,-0.7911463133497088,-1.8731160939812077,-0.8720970018648869,1.0
340.09,,,,,,0.0,0.6209703377715722,-0.842732346701079,-0.7911463133497088,0.2785707736950518,-0.8699415908637484,1.0
340.1,,,,,,0.0,0.5837632996346966,-0.842732346701079,11.92507972753272,0.3113588785360102,-0.7957031023600665,1.0
